sale_id,match_id,price_tier,quantity,unit_price_usd,channel,buyer_country
14520,39,Category 4,4,57.29,Ticket Lottery Allocation,Spain
14521,39,Category 1,3,308.06,Ticket Lottery Allocation,India
14522,39,Category 2,2,186.51,Official Hospitality Package,Mexico
14523,39,Category 1,2,276.12,FIFA.com Ticketing Platform,France
14524,39,Category 2,1,167.03,Ticket Lottery Allocation,Brazil
14525,39,Category 2,1,172.65,FIFA.com Ticketing Platform,Canada
14526,39,Category 1,4,274.52,FIFA.com Ticketing Platform,South Africa
14527,39,Category 4,2,65.98,Ticket Lottery Allocation,India
14528,39,Category 2,2,177.99,Verified Resale Platform,USA
14529,39,Category 2,2,186.29,FIFA.com Ticketing Platform,India
14530,39,Category 2,6,170.04,FIFA.com Ticketing Platform,Australia
14531,39,Category 2,1,173.94,FIFA.com Ticketing Platform,Brazil
14532,39,Category 4,1,68.29,FIFA.com Ticketing Platform,Australia
14533,39,Category 3,1,95.68,Official Hospitality Package,Colombia
14534,39,Category 4,2,65.0,Ticket Lottery Allocation,Australia
14535,39,Category 2,3,181.04,Ticket Lottery Allocation,Mexico
14536,39,Category 1,3,320.42,Ticket Lottery Allocation,Germany
14537,39,Category 3,1,100.77,FIFA.com Ticketing Platform,England
14538,39,Category 2,1,167.05,Ticket Lottery Allocation,USA
14539,39,Category 2,2,170.98,FIFA.com Ticketing Platform,Mexico
14540,39,Category 3,2,106.06,FIFA.com Ticketing Platform,Spain
14541,39,Category 3,2,93.38,Verified Resale Platform,Australia
14542,39,Category 2,3,178.61,Official Hospitality Package,Colombia
14543,39,Category 2,1,184.91,FIFA.com Ticketing Platform,France
14544,39,Category 3,2,95.32,FIFA.com Ticketing Platform,Argentina
14545,39,Hospitality,4,1009.71,FIFA.com Ticketing Platform,USA
14546,39,Category 1,2,318.29,FIFA.com Ticketing Platform,Japan
14547,39,Category 2,3,171.69,Official Hospitality Package,France
14548,39,Category 4,2,57.96,FIFA.com Ticketing Platform,South Africa
14549,39,Category 2,1,167.11,Official Hospitality Package,USA
14550,39,Category 1,1,316.53,FIFA.com Ticketing Platform,Germany
14551,39,Category 3,2,92.15,Ticket Lottery Allocation,France
14552,39,Category 2,1,186.89,Official Hospitality Package,Canada
14553,39,Category 4,2,62.15,Official Hospitality Package,USA
14554,39,Category 4,3,59.29,Official Hospitality Package,India
14555,39,Category 2,3,164.78,Official Hospitality Package,South Africa
14556,39,Category 4,2,67.45,Ticket Lottery Allocation,Japan
14557,39,Category 3,3,91.06,Official Hospitality Package,Brazil
14558,39,Category 4,1,60.96,Ticket Lottery Allocation,Germany
14559,39,Category 3,2,109.08,FIFA.com Ticketing Platform,South Africa
14560,39,Category 2,2,158.12,FIFA.com Ticketing Platform,Mexico
14561,39,Category 2,2,173.42,FIFA.com Ticketing Platform,Nigeria
14562,39,Category 2,2,168.7,Verified Resale Platform,Nigeria
14563,39,Category 2,2,168.95,FIFA.com Ticketing Platform,India
14564,39,Category 2,6,164.56,FIFA.com Ticketing Platform,France
14565,39,Category 2,1,157.97,Verified Resale Platform,Mexico
14566,39,Category 3,1,102.58,FIFA.com Ticketing Platform,Germany
14567,39,Category 2,6,172.8,FIFA.com Ticketing Platform,Japan
14568,39,Category 2,4,174.35,Ticket Lottery Allocation,Canada
14569,39,Category 3,2,97.97,Official Hospitality Package,Germany
14570,39,Category 2,3,163.22,Ticket Lottery Allocation,USA
14571,39,Category 1,6,312.6,Ticket Lottery Allocation,Germany
14572,39,Category 3,2,98.77,FIFA.com Ticketing Platform,South Africa
14573,39,Category 3,2,94.1,FIFA.com Ticketing Platform,USA
14574,39,Category 2,2,174.39,FIFA.com Ticketing Platform,Colombia
14575,39,Category 2,2,187.98,Ticket Lottery Allocation,Colombia
14576,39,Category 2,4,168.48,Ticket Lottery Allocation,Germany
14577,39,Category 3,1,105.51,FIFA.com Ticketing Platform,Australia
14578,39,Category 2,1,180.16,FIFA.com Ticketing Platform,Brazil
14579,39,Category 2,3,186.02,FIFA.com Ticketing Platform,South Africa
14580,39,Category 1,1,273.17,FIFA.com Ticketing Platform,Colombia
14581,39,Category 2,2,187.89,Verified Resale Platform,Mexico
14582,39,Category 2,2,176.55,Verified Resale Platform,Brazil
14583,39,Category 1,3,300.2,Ticket Lottery Allocation,USA
14584,39,Category 3,3,107.75,FIFA.com Ticketing Platform,Germany
14585,39,Category 3,4,94.22,FIFA.com Ticketing Platform,England
14586,39,Category 4,3,58.56,FIFA.com Ticketing Platform,France
14587,39,Category 4,1,58.99,FIFA.com Ticketing Platform,USA
14588,39,Category 2,1,182.44,Official Hospitality Package,India
14589,39,Category 1,4,278.91,Ticket Lottery Allocation,Japan
14590,39,Category 1,4,314.53,FIFA.com Ticketing Platform,Argentina
14591,39,Category 1,1,313.89,FIFA.com Ticketing Platform,Canada
14592,39,Category 3,2,106.02,Ticket Lottery Allocation,Japan
14593,39,Category 3,2,95.67,FIFA.com Ticketing Platform,Mexico
14594,39,Category 2,4,186.11,FIFA.com Ticketing Platform,Spain
14595,39,Category 4,2,63.11,FIFA.com Ticketing Platform,Spain
14596,39,Category 2,2,162.89,Ticket Lottery Allocation,Germany
14597,39,Category 1,2,285.85,FIFA.com Ticketing Platform,Australia
14598,39,Category 3,3,108.89,FIFA.com Ticketing Platform,Spain
14599,39,Category 3,1,103.17,FIFA.com Ticketing Platform,Canada
14600,39,Category 4,3,57.32,Ticket Lottery Allocation,Japan
14601,39,Category 3,4,102.3,Ticket Lottery Allocation,Brazil
14602,39,Category 3,2,101.55,FIFA.com Ticketing Platform,South Africa
14603,39,Category 2,2,178.11,Official Hospitality Package,France
14604,39,Category 4,1,60.91,Ticket Lottery Allocation,Japan
14605,39,Category 3,1,105.89,Ticket Lottery Allocation,Japan
14606,39,Category 2,1,157.7,FIFA.com Ticketing Platform,Argentina
14607,39,Category 3,3,101.57,FIFA.com Ticketing Platform,Colombia
14608,39,Category 3,2,98.59,FIFA.com Ticketing Platform,Nigeria
14609,39,Category 3,3,104.31,FIFA.com Ticketing Platform,Nigeria
14610,39,Category 3,2,109.08,Verified Resale Platform,Germany
14611,39,Category 2,2,167.04,Ticket Lottery Allocation,Nigeria
14612,39,Category 2,4,171.94,FIFA.com Ticketing Platform,Brazil
14613,39,Category 3,1,105.11,FIFA.com Ticketing Platform,Canada
14614,39,Category 1,3,318.29,FIFA.com Ticketing Platform,Colombia
14615,39,Category 2,1,166.91,FIFA.com Ticketing Platform,Nigeria
14616,39,Category 2,6,164.47,Official Hospitality Package,Australia
14617,39,Category 1,3,296.55,FIFA.com Ticketing Platform,France
14618,39,Category 2,1,166.82,FIFA.com Ticketing Platform,England
14619,39,Category 3,1,107.37,FIFA.com Ticketing Platform,France
14620,39,Category 3,2,102.12,Official Hospitality Package,Brazil
14621,39,Category 4,2,63.82,Ticket Lottery Allocation,Nigeria
14622,39,Category 3,2,106.59,FIFA.com Ticketing Platform,Japan
14623,39,Category 3,2,107.92,FIFA.com Ticketing Platform,Japan
14624,39,Category 3,3,102.36,FIFA.com Ticketing Platform,Australia
14625,39,Category 2,4,175.03,FIFA.com Ticketing Platform,Mexico
14626,39,Category 4,2,67.1,Official Hospitality Package,Canada
14627,39,Category 4,6,66.79,FIFA.com Ticketing Platform,Australia
14628,39,Category 2,3,176.9,FIFA.com Ticketing Platform,Germany
14629,39,Category 3,2,96.36,Ticket Lottery Allocation,Mexico
14630,39,Category 3,1,100.61,FIFA.com Ticketing Platform,Spain
14631,39,Category 4,1,65.78,Official Hospitality Package,Germany
14632,39,Category 1,2,322.55,Ticket Lottery Allocation,Japan
14633,39,Category 2,3,181.01,Ticket Lottery Allocation,South Africa
14634,39,Hospitality,2,1078.55,FIFA.com Ticketing Platform,Spain
14635,39,Category 3,2,95.72,Ticket Lottery Allocation,Argentina
14636,39,Category 1,4,307.94,Ticket Lottery Allocation,Spain
14637,39,Category 3,2,103.3,Verified Resale Platform,USA
14638,39,Category 2,3,165.61,FIFA.com Ticketing Platform,Mexico
14639,39,Category 2,2,169.86,FIFA.com Ticketing Platform,Australia
14640,39,Category 4,3,57.28,FIFA.com Ticketing Platform,Australia
14641,39,Category 3,3,101.32,Official Hospitality Package,Brazil
14642,39,Category 1,4,279.39,Ticket Lottery Allocation,France
14643,39,Category 3,3,105.68,FIFA.com Ticketing Platform,Brazil
14644,39,Category 1,1,276.82,Ticket Lottery Allocation,Brazil
14645,39,Category 4,1,60.92,Official Hospitality Package,Japan
14646,39,Category 2,4,164.44,FIFA.com Ticketing Platform,Canada
14647,39,Category 2,1,165.21,Ticket Lottery Allocation,Japan
14648,39,Category 4,4,57.48,FIFA.com Ticketing Platform,England
14649,39,Category 4,3,64.24,FIFA.com Ticketing Platform,France
14650,39,Category 2,4,168.95,FIFA.com Ticketing Platform,England
14651,39,Category 4,4,64.1,Ticket Lottery Allocation,Brazil
14652,39,Category 2,2,178.89,Official Hospitality Package,England
14653,39,Category 2,1,178.03,FIFA.com Ticketing Platform,Germany
14654,39,Category 2,3,180.26,FIFA.com Ticketing Platform,Brazil
14655,39,Category 4,4,58.0,FIFA.com Ticketing Platform,Mexico
14656,39,Category 1,1,298.62,Ticket Lottery Allocation,USA
14657,39,Category 3,2,95.85,FIFA.com Ticketing Platform,England
14658,39,Category 2,3,181.18,FIFA.com Ticketing Platform,Colombia
14659,39,Category 3,4,99.76,Verified Resale Platform,Canada
14660,39,Category 4,2,66.34,FIFA.com Ticketing Platform,France
14661,39,Category 2,3,157.46,FIFA.com Ticketing Platform,Colombia
14662,39,Category 3,4,94.96,FIFA.com Ticketing Platform,Nigeria
14663,39,Category 2,2,179.69,Ticket Lottery Allocation,Colombia
14664,39,Category 4,1,67.51,FIFA.com Ticketing Platform,England
14665,39,Category 2,1,170.87,Ticket Lottery Allocation,France
14666,39,Category 3,2,90.56,Ticket Lottery Allocation,Australia
14667,39,Category 4,2,61.6,FIFA.com Ticketing Platform,India
14668,39,Category 3,3,94.74,FIFA.com Ticketing Platform,Mexico
14669,39,Category 3,1,92.82,FIFA.com Ticketing Platform,Germany
14670,39,Category 2,3,188.83,FIFA.com Ticketing Platform,USA
14671,39,Category 2,1,180.83,Ticket Lottery Allocation,Argentina
14672,39,Category 2,1,181.17,FIFA.com Ticketing Platform,Colombia
14673,39,Category 1,1,312.84,Ticket Lottery Allocation,France
14674,39,Category 2,1,170.61,Official Hospitality Package,Germany
14675,39,Category 3,2,105.16,FIFA.com Ticketing Platform,Spain
14676,39,Category 2,2,164.08,FIFA.com Ticketing Platform,Canada
14677,39,Category 3,2,90.83,Official Hospitality Package,Japan
14678,39,Category 4,3,60.51,FIFA.com Ticketing Platform,Mexico
14679,39,Category 3,2,96.84,Official Hospitality Package,Colombia
14680,39,Category 1,1,295.42,FIFA.com Ticketing Platform,Mexico
14681,39,Category 2,3,179.16,Ticket Lottery Allocation,England
14682,39,Category 4,1,58.38,FIFA.com Ticketing Platform,England
14683,39,Category 3,1,109.12,FIFA.com Ticketing Platform,Mexico
14684,39,Category 3,1,94.89,FIFA.com Ticketing Platform,India
14685,39,Category 4,1,62.53,FIFA.com Ticketing Platform,India
14686,39,Category 1,3,306.11,Verified Resale Platform,Colombia
14687,39,Category 1,2,276.83,Official Hospitality Package,Brazil
14688,39,Category 4,2,60.18,Official Hospitality Package,Germany
14689,39,Category 1,3,325.89,FIFA.com Ticketing Platform,Argentina
14690,39,Category 3,3,106.09,Ticket Lottery Allocation,Nigeria
14691,39,Category 4,2,58.42,Ticket Lottery Allocation,Brazil
14692,39,Category 3,3,105.73,FIFA.com Ticketing Platform,Nigeria
14693,39,Category 3,3,91.69,Verified Resale Platform,Spain
14694,39,Category 2,3,160.27,Ticket Lottery Allocation,Japan
14695,39,Category 4,1,66.4,Ticket Lottery Allocation,South Africa
14696,39,Hospitality,3,918.26,Ticket Lottery Allocation,England
14697,39,Category 1,1,303.04,FIFA.com Ticketing Platform,Colombia
14698,39,Category 3,1,100.98,FIFA.com Ticketing Platform,Brazil
14699,39,Category 2,2,183.44,FIFA.com Ticketing Platform,France
14700,39,Category 2,2,185.65,FIFA.com Ticketing Platform,Spain
14701,39,Category 1,2,316.1,Official Hospitality Package,Nigeria
14702,39,Category 3,2,94.75,Verified Resale Platform,Spain
14703,39,Category 3,2,107.87,Ticket Lottery Allocation,India
14704,39,Category 2,1,188.04,Verified Resale Platform,Spain
14705,39,Category 3,2,106.97,Ticket Lottery Allocation,Canada
14706,39,Category 4,2,60.36,Ticket Lottery Allocation,Japan
14707,39,Category 1,1,285.83,Verified Resale Platform,USA
14708,39,Category 1,1,317.83,FIFA.com Ticketing Platform,France
14709,39,Category 2,1,159.61,FIFA.com Ticketing Platform,Colombia
14710,39,Category 1,3,300.65,FIFA.com Ticketing Platform,USA
14711,39,Category 3,1,104.68,FIFA.com Ticketing Platform,South Africa
14712,39,Category 3,3,105.18,FIFA.com Ticketing Platform,Brazil
14713,39,Category 2,1,178.8,Official Hospitality Package,England
14714,39,Category 3,2,90.55,FIFA.com Ticketing Platform,Canada
14715,39,Category 3,4,109.17,Ticket Lottery Allocation,Canada
14716,39,Category 1,4,318.05,FIFA.com Ticketing Platform,India
14717,39,Category 3,1,92.06,Ticket Lottery Allocation,Spain
14718,39,Category 4,2,57.64,FIFA.com Ticketing Platform,Spain
14719,39,Category 3,3,95.46,Ticket Lottery Allocation,Australia
14720,39,Category 3,1,92.94,FIFA.com Ticketing Platform,India
14721,39,Category 3,1,106.1,FIFA.com Ticketing Platform,India
14722,39,Category 4,1,68.53,Verified Resale Platform,South Africa
14723,39,Category 2,1,185.49,Verified Resale Platform,Spain
14724,39,Category 1,2,306.08,Ticket Lottery Allocation,India
14725,39,Category 1,1,302.09,FIFA.com Ticketing Platform,South Africa
14726,39,Category 3,1,91.86,FIFA.com Ticketing Platform,Germany
14727,39,Category 2,2,169.62,FIFA.com Ticketing Platform,USA
14728,39,Category 4,1,60.67,FIFA.com Ticketing Platform,Brazil
14729,39,Category 2,2,189.51,Ticket Lottery Allocation,France
14730,39,Category 3,2,109.12,FIFA.com Ticketing Platform,England
14731,39,Category 2,1,161.18,FIFA.com Ticketing Platform,Brazil
14732,39,Category 3,3,97.97,FIFA.com Ticketing Platform,Australia
14733,39,Hospitality,2,994.03,Ticket Lottery Allocation,Argentina
14734,39,Category 2,2,165.06,FIFA.com Ticketing Platform,Colombia
14735,39,Category 3,2,91.64,Verified Resale Platform,Nigeria
14736,39,Category 3,2,102.19,FIFA.com Ticketing Platform,India
14737,39,Category 3,2,105.8,FIFA.com Ticketing Platform,Germany
14738,39,Category 4,4,68.51,Ticket Lottery Allocation,USA
14739,39,Category 3,3,106.03,FIFA.com Ticketing Platform,France
14740,39,Category 4,1,64.19,Ticket Lottery Allocation,Spain
14741,39,Hospitality,1,1017.08,Verified Resale Platform,Colombia
14742,39,Category 3,1,104.84,Official Hospitality Package,Nigeria
14743,39,Category 3,2,106.83,FIFA.com Ticketing Platform,USA
14744,39,Category 1,1,284.75,Ticket Lottery Allocation,Nigeria
14745,39,Category 2,2,166.06,Verified Resale Platform,Japan
14746,39,Category 2,1,188.44,FIFA.com Ticketing Platform,Germany
14747,39,Category 1,4,311.24,FIFA.com Ticketing Platform,South Africa
14748,39,Category 3,2,103.41,FIFA.com Ticketing Platform,Colombia
14749,39,Category 2,1,179.4,FIFA.com Ticketing Platform,Nigeria
14750,39,Category 3,6,103.46,Ticket Lottery Allocation,England
14751,39,Category 4,2,60.31,FIFA.com Ticketing Platform,Germany
14752,39,Category 3,3,102.42,FIFA.com Ticketing Platform,Spain
14753,39,Category 3,6,106.57,Official Hospitality Package,Nigeria
14754,39,Category 4,1,61.84,Verified Resale Platform,Australia
14755,39,Category 2,1,188.35,FIFA.com Ticketing Platform,Germany
14756,39,Category 3,1,107.17,Ticket Lottery Allocation,Colombia
14757,39,Category 3,2,103.69,FIFA.com Ticketing Platform,USA
14758,39,Category 1,2,281.55,Official Hospitality Package,Argentina
14759,39,Category 1,2,316.7,Official Hospitality Package,Nigeria
14760,39,Category 3,1,94.27,FIFA.com Ticketing Platform,Japan
14761,39,Hospitality,1,967.66,FIFA.com Ticketing Platform,England
14762,39,Category 3,2,102.96,FIFA.com Ticketing Platform,Argentina
14763,39,Category 2,2,181.05,FIFA.com Ticketing Platform,Germany
14764,39,Category 4,2,65.23,Verified Resale Platform,Germany
14765,39,Category 2,2,168.68,Verified Resale Platform,South Africa
14766,39,Category 2,2,158.29,Verified Resale Platform,USA
14767,39,Category 3,1,102.7,FIFA.com Ticketing Platform,France
14768,39,Category 2,3,188.8,FIFA.com Ticketing Platform,Argentina
14769,39,Category 4,3,68.71,FIFA.com Ticketing Platform,Spain
14770,39,Category 2,4,173.6,FIFA.com Ticketing Platform,Brazil
14771,39,Category 2,1,163.16,Ticket Lottery Allocation,USA
14772,39,Category 2,4,186.24,Verified Resale Platform,Spain
14773,39,Category 2,3,168.91,FIFA.com Ticketing Platform,South Africa
14774,39,Category 3,6,99.45,Ticket Lottery Allocation,South Africa
14775,39,Category 1,3,316.96,FIFA.com Ticketing Platform,Australia
14776,39,Category 2,1,164.8,Verified Resale Platform,Colombia
14777,39,Category 1,4,290.06,FIFA.com Ticketing Platform,Mexico
14778,39,Category 2,1,178.85,Verified Resale Platform,Australia
14779,39,Category 2,2,172.84,FIFA.com Ticketing Platform,South Africa
14780,39,Category 2,2,170.99,Verified Resale Platform,France
14781,39,Category 3,3,108.66,Official Hospitality Package,USA
14782,39,Category 1,3,280.05,Official Hospitality Package,India
14783,39,Category 3,2,99.45,FIFA.com Ticketing Platform,Spain
14784,39,Category 2,2,166.6,FIFA.com Ticketing Platform,Japan
14785,39,Category 1,3,317.27,FIFA.com Ticketing Platform,Mexico
14786,39,Category 2,1,167.54,FIFA.com Ticketing Platform,Canada
14787,39,Category 4,2,68.55,FIFA.com Ticketing Platform,Spain
14788,39,Category 3,1,107.45,Verified Resale Platform,Mexico
14789,39,Category 1,1,306.21,FIFA.com Ticketing Platform,Colombia
14790,39,Category 3,3,102.28,Ticket Lottery Allocation,Canada
14791,39,Category 4,2,62.76,FIFA.com Ticketing Platform,Mexico
14792,39,Category 4,1,64.48,Ticket Lottery Allocation,Mexico
14793,39,Category 1,1,324.48,FIFA.com Ticketing Platform,Australia
14794,39,Category 4,1,59.53,FIFA.com Ticketing Platform,Colombia
14795,39,Category 2,1,176.56,FIFA.com Ticketing Platform,Brazil
14796,39,Category 1,2,322.34,Ticket Lottery Allocation,France
14797,39,Category 2,2,158.19,Ticket Lottery Allocation,India
14798,39,Category 3,1,96.19,Ticket Lottery Allocation,Mexico
14799,39,Category 1,1,311.68,FIFA.com Ticketing Platform,India
14800,39,Category 2,1,176.54,Official Hospitality Package,Mexico
14801,39,Category 3,2,93.11,Ticket Lottery Allocation,Australia
14802,39,Category 2,2,173.29,FIFA.com Ticketing Platform,Germany
14803,39,Category 3,3,94.24,Official Hospitality Package,England
14804,39,Category 2,4,167.19,Ticket Lottery Allocation,Colombia
14805,39,Category 2,3,167.63,FIFA.com Ticketing Platform,Spain
14806,39,Category 3,6,99.67,Ticket Lottery Allocation,Brazil
14807,39,Category 3,2,107.66,FIFA.com Ticketing Platform,Canada
14808,39,Category 4,1,67.19,FIFA.com Ticketing Platform,England
14809,39,Category 3,1,108.61,FIFA.com Ticketing Platform,Nigeria
14810,39,Category 3,1,100.92,FIFA.com Ticketing Platform,Germany
14811,39,Category 4,1,66.07,Verified Resale Platform,South Africa
14812,39,Category 2,3,162.31,FIFA.com Ticketing Platform,Argentina
14813,39,Category 1,3,294.56,FIFA.com Ticketing Platform,Canada
14814,39,Category 3,3,106.88,Ticket Lottery Allocation,Colombia
14815,39,Category 3,1,95.03,Ticket Lottery Allocation,Japan
14816,39,Category 3,1,95.73,FIFA.com Ticketing Platform,South Africa
14817,40,Category 2,1,171.65,FIFA.com Ticketing Platform,Mexico
14818,40,Category 1,1,276.01,FIFA.com Ticketing Platform,Canada
14819,40,Category 1,1,288.71,FIFA.com Ticketing Platform,Japan
14820,40,Category 3,3,101.0,Ticket Lottery Allocation,Argentina
14821,40,Category 2,2,163.09,Verified Resale Platform,South Africa
14822,40,Category 3,3,96.0,FIFA.com Ticketing Platform,Germany
14823,40,Category 4,1,67.87,Ticket Lottery Allocation,Canada
14824,40,Category 4,3,57.56,FIFA.com Ticketing Platform,Nigeria
14825,40,Category 2,3,182.75,Official Hospitality Package,Canada
14826,40,Category 3,4,102.15,FIFA.com Ticketing Platform,USA
14827,40,Category 2,2,181.56,Verified Resale Platform,India
14828,40,Category 2,3,167.14,Verified Resale Platform,Germany
14829,40,Category 2,3,168.19,FIFA.com Ticketing Platform,Canada
14830,40,Category 2,2,159.32,FIFA.com Ticketing Platform,Brazil
14831,40,Category 1,2,309.19,Ticket Lottery Allocation,France
14832,40,Category 2,4,161.79,Ticket Lottery Allocation,Mexico
14833,40,Category 1,1,296.4,Ticket Lottery Allocation,Canada
14834,40,Category 4,3,60.36,Official Hospitality Package,Spain
14835,40,Category 2,1,181.84,FIFA.com Ticketing Platform,Mexico
14836,40,Category 4,1,65.1,FIFA.com Ticketing Platform,South Africa
14837,40,Category 2,2,189.53,Ticket Lottery Allocation,Spain
14838,40,Category 2,3,179.94,Ticket Lottery Allocation,Germany
14839,40,Category 1,3,310.02,Ticket Lottery Allocation,Mexico
14840,40,Category 2,1,165.29,Official Hospitality Package,France
14841,40,Category 3,4,103.7,FIFA.com Ticketing Platform,Australia
14842,40,Category 3,2,93.28,FIFA.com Ticketing Platform,Canada
14843,40,Category 2,2,164.84,Ticket Lottery Allocation,South Africa
14844,40,Category 3,1,90.27,Ticket Lottery Allocation,India
14845,40,Category 1,4,324.98,Verified Resale Platform,England
14846,40,Category 3,2,92.38,Verified Resale Platform,Australia
14847,40,Category 2,2,185.68,FIFA.com Ticketing Platform,Germany
14848,40,Category 2,1,158.64,FIFA.com Ticketing Platform,South Africa
14849,40,Category 3,1,99.02,FIFA.com Ticketing Platform,Spain
14850,40,Category 1,4,292.35,FIFA.com Ticketing Platform,South Africa
14851,40,Category 4,1,60.75,Ticket Lottery Allocation,USA
14852,40,Category 3,3,108.35,Ticket Lottery Allocation,Japan
14853,40,Category 4,1,61.03,Ticket Lottery Allocation,India
14854,40,Category 1,4,300.01,FIFA.com Ticketing Platform,Germany
14855,40,Category 1,3,316.28,FIFA.com Ticketing Platform,India
14856,40,Category 3,2,100.43,FIFA.com Ticketing Platform,Mexico
14857,40,Category 4,2,61.68,FIFA.com Ticketing Platform,Argentina
14858,40,Category 1,4,314.57,Ticket Lottery Allocation,Germany
14859,40,Category 1,2,293.94,FIFA.com Ticketing Platform,England
14860,40,Category 2,2,179.87,FIFA.com Ticketing Platform,Colombia
14861,40,Category 1,4,292.03,FIFA.com Ticketing Platform,Argentina
14862,40,Category 2,2,177.11,FIFA.com Ticketing Platform,Canada
14863,40,Category 3,1,98.55,FIFA.com Ticketing Platform,Mexico
14864,40,Hospitality,2,1004.33,FIFA.com Ticketing Platform,Spain
14865,40,Category 3,2,95.78,Ticket Lottery Allocation,USA
14866,40,Category 4,2,62.84,Official Hospitality Package,Spain
14867,40,Category 4,2,57.27,FIFA.com Ticketing Platform,Colombia
14868,40,Category 2,4,175.61,Verified Resale Platform,Germany
14869,40,Category 3,1,102.3,FIFA.com Ticketing Platform,Australia
14870,40,Category 3,1,104.9,FIFA.com Ticketing Platform,Brazil
14871,40,Category 3,2,98.19,FIFA.com Ticketing Platform,England
14872,40,Category 2,1,179.93,FIFA.com Ticketing Platform,Japan
14873,40,Category 2,2,189.4,Ticket Lottery Allocation,Argentina
14874,40,Category 2,1,161.68,Verified Resale Platform,Japan
14875,40,Category 1,3,285.68,Verified Resale Platform,France
14876,40,Category 1,3,291.39,FIFA.com Ticketing Platform,Australia
14877,40,Category 2,1,185.07,Ticket Lottery Allocation,Japan
14878,40,Category 2,3,189.66,FIFA.com Ticketing Platform,India
14879,40,Category 3,4,105.67,FIFA.com Ticketing Platform,Australia
14880,40,Category 2,2,162.65,FIFA.com Ticketing Platform,Brazil
14881,40,Category 2,1,168.2,Ticket Lottery Allocation,South Africa
14882,40,Category 3,2,98.16,Ticket Lottery Allocation,Mexico
14883,40,Category 2,2,162.62,FIFA.com Ticketing Platform,Brazil
14884,40,Category 1,1,275.37,FIFA.com Ticketing Platform,Mexico
14885,40,Category 4,2,57.1,Ticket Lottery Allocation,Argentina
14886,40,Category 4,1,58.2,Verified Resale Platform,England
14887,40,Category 2,2,172.25,FIFA.com Ticketing Platform,Argentina
14888,40,Category 2,2,169.81,FIFA.com Ticketing Platform,USA
14889,40,Category 4,6,66.58,Ticket Lottery Allocation,India
14890,40,Category 2,1,161.3,FIFA.com Ticketing Platform,Mexico
14891,40,Category 1,6,286.64,Ticket Lottery Allocation,Colombia
14892,40,Category 3,2,104.1,FIFA.com Ticketing Platform,Japan
14893,40,Category 3,1,97.81,Ticket Lottery Allocation,Argentina
14894,40,Category 2,2,180.43,FIFA.com Ticketing Platform,Brazil
14895,40,Category 3,1,91.59,Ticket Lottery Allocation,India
14896,40,Category 3,2,108.01,FIFA.com Ticketing Platform,France
14897,40,Category 2,3,184.0,Official Hospitality Package,Canada
14898,40,Category 2,2,173.88,Official Hospitality Package,India
14899,40,Category 3,1,109.18,Ticket Lottery Allocation,France
14900,40,Category 3,3,102.74,FIFA.com Ticketing Platform,South Africa
14901,40,Category 3,1,95.02,Ticket Lottery Allocation,Germany
14902,40,Category 3,3,99.57,FIFA.com Ticketing Platform,Australia
14903,40,Category 2,3,167.67,FIFA.com Ticketing Platform,India
14904,40,Category 2,1,173.39,Verified Resale Platform,Argentina
14905,40,Category 3,2,99.22,Ticket Lottery Allocation,Nigeria
14906,40,Category 3,1,102.11,FIFA.com Ticketing Platform,England
14907,40,Category 2,1,184.52,FIFA.com Ticketing Platform,France
14908,40,Category 1,3,282.27,FIFA.com Ticketing Platform,Canada
14909,40,Category 4,3,61.97,Ticket Lottery Allocation,Brazil
14910,40,Category 1,1,287.01,FIFA.com Ticketing Platform,France
14911,40,Category 3,1,97.5,Ticket Lottery Allocation,Brazil
14912,40,Category 2,3,179.24,FIFA.com Ticketing Platform,Colombia
14913,40,Category 1,2,274.06,FIFA.com Ticketing Platform,Nigeria
14914,40,Category 1,4,273.25,FIFA.com Ticketing Platform,Canada
14915,40,Category 2,3,165.5,FIFA.com Ticketing Platform,Mexico
14916,40,Category 4,1,63.72,Ticket Lottery Allocation,England
14917,40,Category 1,1,313.37,FIFA.com Ticketing Platform,France
14918,40,Category 2,4,173.41,FIFA.com Ticketing Platform,USA
14919,40,Hospitality,2,949.47,FIFA.com Ticketing Platform,Argentina
14920,40,Category 3,2,95.28,FIFA.com Ticketing Platform,Australia
14921,40,Category 3,3,91.07,FIFA.com Ticketing Platform,Argentina
14922,40,Category 2,3,180.56,Verified Resale Platform,India
14923,40,Category 2,2,174.04,FIFA.com Ticketing Platform,South Africa
14924,40,Category 3,3,107.76,FIFA.com Ticketing Platform,USA
14925,40,Category 1,2,284.87,FIFA.com Ticketing Platform,USA
14926,40,Category 3,2,105.04,FIFA.com Ticketing Platform,England
14927,40,Category 4,1,66.01,FIFA.com Ticketing Platform,Japan
14928,40,Category 2,3,175.93,FIFA.com Ticketing Platform,Nigeria
14929,40,Category 3,3,104.36,FIFA.com Ticketing Platform,England
14930,40,Category 4,2,64.87,Official Hospitality Package,England
14931,40,Category 1,2,291.36,FIFA.com Ticketing Platform,Japan
14932,40,Hospitality,3,993.61,FIFA.com Ticketing Platform,Japan
14933,40,Hospitality,1,1080.45,Verified Resale Platform,Japan
14934,40,Category 3,1,94.97,FIFA.com Ticketing Platform,France
14935,40,Hospitality,1,1020.09,Ticket Lottery Allocation,Argentina
