survey_id,match_id,wait_time_minutes,entry_experience_score,satisfaction_score,would_recommend
2065,75,13,4,4,Y
2066,75,42,3,3,Y
2067,75,30,5,4,Y
2068,75,40,3,4,Y
2069,75,16,4,4,Y
2070,75,12,3,3,Y
2071,76,10,4,5,Y
2072,76,39,4,4,Y
2073,76,11,3,4,Y
2074,76,34,5,5,Y
2075,76,37,5,5,Y
2076,76,12,3,3,Y
2077,76,39,3,3,Y
2078,76,31,3,4,Y
2079,76,20,4,3,Y
2080,76,38,5,5,Y
2081,76,22,3,3,Y
2082,76,37,3,4,Y
2083,76,44,5,4,Y
2084,76,40,3,5,Y
2085,76,10,3,5,Y
2086,76,16,4,4,Y
2087,76,12,3,5,Y
2088,76,42,3,5,Y
2089,76,10,5,3,Y
2090,76,15,3,4,Y
2091,76,22,4,5,Y
2092,76,13,4,3,Y
2093,76,20,4,3,Y
2094,76,20,3,3,Y
2095,76,31,4,3,Y
2096,76,38,5,4,Y
2097,76,22,5,3,Y
2098,76,39,5,4,Y
2099,76,24,3,4,Y
2100,76,37,3,3,Y
2101,76,38,5,4,Y
2102,76,23,4,5,Y
2103,76,43,3,5,Y
2104,76,17,4,5,Y
2105,76,30,4,4,Y
2106,76,37,4,5,Y
2107,76,29,4,3,Y
2108,76,17,4,3,Y
2109,77,20,5,3,Y
2110,77,23,5,5,Y
2111,77,41,4,5,Y
2112,77,33,4,5,Y
2113,77,28,4,5,Y
2114,77,28,4,5,Y
2115,77,42,3,5,Y
2116,77,39,4,4,Y
2117,77,11,3,3,Y
2118,77,10,3,4,Y
2119,77,25,5,5,Y
2120,77,19,4,5,Y
2121,77,40,3,4,Y
2122,77,23,4,5,Y
2123,77,45,4,4,Y
2124,77,23,4,4,Y
2125,77,42,3,4,Y
2126,77,20,4,5,Y
2127,77,32,4,5,Y
2128,77,27,3,5,Y
2129,77,42,4,5,Y
2130,77,24,5,3,Y
2131,77,18,4,3,Y
2132,77,17,4,3,Y
2133,77,41,4,3,Y
2134,77,24,4,5,Y
2135,77,21,5,4,Y
2136,77,20,3,3,Y
2137,77,16,3,3,Y
2138,77,21,4,3,Y
2139,77,18,4,5,Y
2140,77,26,4,4,Y
2141,77,40,3,3,Y
2142,77,28,4,5,Y
2143,77,20,3,4,Y
2144,77,23,3,4,Y
2145,77,28,4,3,Y
2146,78,15,5,4,Y
2147,78,31,3,3,Y
2148,78,16,4,3,Y
2149,78,43,5,3,Y
2150,78,26,5,5,Y
2151,78,36,3,4,Y
2152,78,25,3,3,Y
2153,78,20,4,4,Y
2154,78,38,3,3,Y
2155,78,31,5,3,Y
2156,78,29,3,5,Y
2157,78,32,4,4,Y
2158,78,10,4,5,Y
2159,78,19,5,4,Y
2160,78,42,5,4,Y
2161,78,11,4,3,Y
2162,78,13,3,4,Y
2163,78,41,5,4,Y
2164,78,26,4,3,Y
2165,78,32,5,4,Y
2166,78,32,3,3,Y
2167,78,12,5,5,Y
2168,78,26,5,4,Y
2169,78,37,4,4,Y
2170,78,21,3,4,Y
2171,78,16,3,3,Y
2172,78,16,3,3,Y
2173,78,21,4,4,Y
2174,78,22,3,3,Y
2175,78,35,4,4,Y
2176,78,34,3,5,Y
2177,79,36,5,4,Y
2178,79,20,3,3,Y
2179,79,13,4,5,Y
2180,79,25,5,3,Y
2181,79,41,3,4,Y
2182,79,22,5,3,Y
2183,79,23,4,5,Y
2184,79,37,5,5,Y
2185,79,18,3,3,Y
2186,79,31,3,4,Y
2187,79,38,3,4,Y
2188,79,30,5,4,Y
2189,79,19,5,4,Y
2190,79,32,5,4,Y
2191,79,11,3,3,Y
2192,79,12,3,5,Y
2193,79,18,4,5,Y
2194,79,12,4,5,Y
2195,79,18,3,4,Y
2196,79,34,3,3,Y
2197,79,11,4,3,Y
2198,79,29,5,3,Y
2199,79,10,3,4,Y
2200,79,21,3,4,Y
2201,79,43,5,5,Y
2202,79,15,3,5,Y
2203,79,42,4,5,Y
2204,80,34,4,5,Y
2205,80,31,3,3,Y
2206,80,20,5,4,Y
2207,80,19,4,5,Y
2208,80,15,4,5,Y
2209,80,34,3,4,Y
2210,80,30,5,3,Y
2211,80,19,4,4,Y
2212,80,43,4,3,Y
2213,80,37,3,3,Y
2214,80,30,3,5,Y
2215,80,42,4,5,Y
2216,80,39,3,4,Y
2217,80,14,3,5,Y
2218,80,30,5,3,Y
2219,80,17,5,4,Y
2220,80,15,3,3,Y
2221,80,38,4,4,Y
2222,80,45,3,5,Y
2223,80,24,4,5,Y
2224,80,10,5,3,Y
2225,80,31,3,4,Y
2226,80,44,4,3,Y
2227,80,16,5,4,Y
2228,80,28,4,4,Y
2229,81,37,5,5,Y
2230,81,38,5,4,Y
2231,81,26,4,3,Y
2232,81,25,5,5,Y
2233,81,36,4,4,Y
2234,81,12,4,5,Y
2235,81,12,3,5,Y
2236,81,21,3,4,Y
2237,81,28,3,4,Y
2238,81,28,3,4,Y
2239,81,40,4,5,Y
2240,81,18,3,4,Y
2241,81,31,3,4,Y
2242,81,15,4,3,Y
2243,81,31,4,5,Y
2244,81,44,4,4,Y
2245,81,27,3,4,Y
2246,81,15,4,4,Y
2247,81,26,4,4,Y
2248,81,23,4,5,Y
2249,81,10,4,4,Y
2250,81,25,3,3,Y
2251,81,44,5,5,Y
2252,82,34,5,3,Y
2253,82,40,4,3,Y
2254,82,37,4,4,Y
2255,82,13,4,5,Y
2256,82,40,3,5,Y
2257,82,35,5,4,Y
2258,82,21,4,3,Y
2259,82,28,5,3,Y
2260,82,10,5,5,Y
2261,82,17,4,3,Y
2262,82,38,3,5,Y
2263,82,28,3,4,Y
2264,82,32,5,3,Y
2265,82,18,3,4,Y
2266,82,34,3,5,Y
2267,82,15,3,3,Y
2268,83,24,3,4,Y
2269,83,11,3,3,Y
2270,83,12,3,4,Y
2271,83,32,5,4,Y
2272,83,21,4,5,Y
2273,83,16,3,5,Y
2274,83,17,5,3,Y
2275,83,12,3,5,Y
2276,83,43,3,3,Y
2277,83,25,5,4,Y
2278,83,17,4,3,Y
2279,83,27,3,4,Y
2280,83,42,5,5,Y
2281,83,14,3,3,Y
2282,83,22,4,5,Y
2283,83,28,3,5,Y
2284,83,34,4,5,Y
2285,83,29,3,5,Y
2286,83,18,5,4,Y
2287,83,15,5,3,Y
2288,83,10,5,3,Y
2289,83,22,5,3,Y
2290,83,35,5,4,Y
2291,83,32,5,3,Y
2292,83,11,3,4,Y
2293,83,43,4,5,Y
2294,83,44,3,3,Y
2295,83,39,4,4,Y
2296,83,11,5,3,Y
2297,83,23,3,5,Y
2298,83,24,3,3,Y
2299,83,26,3,3,Y
2300,83,20,4,5,Y
2301,83,20,3,5,Y
2302,84,10,3,5,Y
2303,84,40,3,3,Y
2304,84,36,3,4,Y
2305,84,40,4,5,Y
2306,84,12,4,3,Y
2307,84,20,5,5,Y
2308,84,32,4,3,Y
2309,84,11,3,3,Y
2310,84,29,4,4,Y
2311,84,33,5,3,Y
2312,84,17,5,4,Y
2313,84,16,3,4,Y
2314,84,40,5,5,Y
2315,84,28,3,3,Y
2316,84,42,3,3,Y
2317,84,32,3,3,Y
2318,84,22,3,4,Y
2319,84,15,3,3,Y
2320,84,19,4,3,Y
2321,84,15,3,5,Y
2322,84,16,4,3,Y
2323,84,33,5,4,Y
2324,84,32,5,3,Y
2325,84,20,5,3,Y
2326,84,26,3,5,Y
2327,84,29,3,4,Y
2328,84,12,5,5,Y
2329,84,16,3,5,Y
2330,84,37,5,4,Y
2331,84,23,3,5,Y
2332,84,34,5,3,Y
2333,84,41,5,4,Y
2334,84,20,3,5,Y
2335,84,41,4,3,Y
2336,84,19,3,3,Y
2337,85,33,4,3,Y
2338,85,24,3,5,Y
2339,85,28,3,4,Y
2340,85,28,4,5,Y
2341,85,10,4,4,Y
2342,85,14,4,3,Y
2343,85,38,3,5,Y
2344,85,40,3,3,Y
2345,85,30,5,5,Y
2346,85,42,3,3,Y
2347,85,38,3,4,Y
2348,85,41,4,5,Y
2349,85,18,3,3,Y
2350,85,45,4,3,Y
2351,85,29,4,4,Y
2352,85,30,4,5,Y
2353,85,45,5,5,Y
2354,85,44,3,4,Y
2355,85,25,3,3,Y
2356,85,34,5,5,Y
2357,85,12,3,5,Y
2358,85,18,3,3,Y
2359,85,10,4,4,Y
2360,85,31,5,4,Y
2361,85,18,3,4,Y
2362,85,11,5,4,Y
2363,85,41,3,5,Y
2364,85,41,5,3,Y
2365,85,43,3,3,Y
2366,85,17,5,4,Y
2367,85,12,4,5,Y
2368,85,39,4,3,Y
2369,85,44,5,3,Y
2370,85,39,4,3,Y
2371,85,12,4,3,Y
2372,85,21,4,5,Y
2373,86,23,5,3,Y
2374,86,37,3,4,Y
2375,86,39,4,5,Y
2376,86,31,3,3,Y
2377,86,31,4,5,Y
2378,86,20,4,5,Y
2379,86,18,5,5,Y
2380,86,19,5,3,Y
2381,86,39,5,5,Y
2382,86,11,3,5,Y
2383,86,32,4,4,Y
2384,86,22,5,4,Y
2385,86,41,3,3,Y
2386,86,37,4,4,Y
2387,86,26,5,5,Y
2388,86,35,3,5,Y
2389,86,35,3,4,Y
2390,86,13,4,3,Y
2391,86,39,4,5,Y
2392,86,36,5,3,Y
2393,86,22,5,3,Y
2394,86,44,3,5,Y
2395,86,27,5,5,Y
2396,86,13,3,5,Y
2397,86,12,3,3,Y
2398,86,33,5,5,Y
2399,86,12,4,5,Y
2400,86,29,4,3,Y
2401,86,27,5,5,Y
2402,86,24,5,4,Y
2403,87,20,3,4,Y
2404,87,36,4,5,Y
2405,87,21,4,5,Y
2406,87,20,5,4,Y
2407,87,42,3,5,Y
2408,87,42,4,5,Y
2409,87,45,5,3,Y
2410,87,41,5,4,Y
2411,87,34,3,4,Y
2412,87,32,3,3,Y
2413,87,29,3,3,Y
2414,87,15,5,3,Y
2415,87,16,3,3,Y
2416,87,11,3,4,Y
2417,87,16,4,3,Y
2418,87,22,3,5,Y
2419,87,10,3,3,Y
2420,87,31,5,3,Y
2421,87,21,3,3,Y
2422,87,31,3,3,Y
2423,87,17,3,3,Y
2424,87,12,3,5,Y
2425,87,43,4,5,Y
2426,87,31,5,4,Y
2427,87,26,4,3,Y
2428,87,15,3,4,Y
2429,87,33,5,4,Y
2430,87,40,5,4,Y
2431,87,22,3,4,Y
2432,88,34,5,4,Y
2433,88,44,5,5,Y
2434,88,10,3,5,Y
2435,88,20,4,5,Y
2436,88,10,5,5,Y
2437,88,30,5,5,Y
2438,88,45,4,5,Y
2439,88,33,4,4,Y
2440,88,22,3,4,Y
2441,88,27,4,5,Y
2442,88,36,5,5,Y
2443,88,44,5,4,Y
2444,88,14,3,4,Y
2445,88,23,4,4,Y
2446,88,29,4,4,Y
2447,88,10,3,5,Y
2448,88,45,4,3,Y
2449,88,37,3,4,Y
2450,88,30,3,5,Y
2451,88,40,4,3,Y
2452,88,43,3,3,Y
2453,88,37,4,3,Y
2454,88,27,5,3,Y
2455,88,29,4,3,Y
2456,88,39,4,4,Y
2457,88,19,3,4,Y
2458,88,35,4,5,Y
2459,88,21,4,3,Y
2460,88,28,3,4,Y
2461,88,30,3,5,Y
2462,88,32,4,4,Y
2463,88,31,4,3,Y
2464,88,22,5,3,Y
2465,88,26,4,5,Y
2466,88,36,4,4,Y
2467,88,18,5,4,Y
2468,89,15,3,3,Y
2469,89,32,3,5,Y
2470,89,31,5,3,Y
2471,89,39,5,3,Y
2472,89,11,3,4,Y
2473,89,38,4,4,Y
2474,89,35,4,5,Y
2475,89,10,5,3,Y
2476,89,40,4,4,Y
2477,89,33,3,3,Y
2478,89,35,4,5,Y
2479,89,38,3,4,Y
2480,89,20,5,5,Y
2481,89,39,3,5,Y
2482,89,14,4,3,Y
2483,89,21,3,4,Y
2484,89,40,4,5,Y
2485,89,23,4,4,Y
2486,89,36,3,5,Y
2487,89,28,4,4,Y
2488,89,14,4,4,Y
2489,89,42,5,4,Y
2490,89,39,4,4,Y
2491,89,35,3,4,Y
2492,89,10,5,4,Y
2493,90,16,4,3,Y
2494,90,40,3,4,Y
2495,90,25,3,4,Y
2496,90,20,3,5,Y
2497,90,23,5,4,Y
2498,90,22,3,5,Y
2499,90,36,4,4,Y
2500,90,15,4,5,Y
2501,90,27,3,3,Y
2502,90,34,5,3,Y
2503,90,16,5,3,Y
2504,90,15,5,5,Y
2505,90,25,3,4,Y
2506,90,14,3,5,Y
2507,90,41,4,4,Y
2508,90,22,5,5,Y
2509,90,18,5,4,Y
2510,90,22,5,3,Y
2511,90,38,3,3,Y
2512,90,24,3,4,Y
2513,91,44,5,5,Y
2514,91,27,3,4,Y
2515,91,17,3,3,Y
2516,91,28,5,4,Y
2517,91,40,4,5,Y
2518,91,38,3,4,Y
2519,91,36,3,4,Y
2520,91,17,4,4,Y
2521,91,36,4,4,Y
2522,91,25,4,5,Y
2523,91,31,5,4,Y
2524,91,17,5,5,Y
2525,91,10,5,5,Y
2526,91,22,5,3,Y
2527,91,36,5,5,Y
2528,91,37,3,4,Y
2529,91,25,3,5,Y
2530,91,44,3,5,Y
2531,91,40,5,4,Y
2532,91,35,5,4,Y
2533,91,38,5,5,Y
2534,91,12,3,5,Y
2535,91,17,5,5,Y
2536,92,37,4,3,Y
2537,92,28,3,3,Y
2538,92,24,3,4,Y
2539,92,36,4,5,Y
2540,92,32,3,5,Y
2541,92,13,3,3,Y
2542,92,38,4,4,Y
2543,92,31,4,5,Y
2544,92,19,4,4,Y
2545,92,36,4,3,Y
2546,92,39,5,3,Y
2547,92,11,3,3,Y
2548,92,30,3,5,Y
2549,92,30,3,4,Y
2550,92,17,4,4,Y
2551,92,30,5,3,Y
2552,92,10,5,3,Y
2553,92,16,4,3,Y
2554,92,42,3,4,Y
2555,92,38,3,4,Y
2556,92,21,5,4,Y
2557,92,27,3,5,Y
2558,92,15,5,5,Y
2559,92,14,4,5,Y
2560,92,34,5,5,Y
2561,92,16,4,4,Y
2562,92,25,3,5,Y
2563,93,34,5,3,Y
2564,93,38,5,4,Y
2565,93,36,3,4,Y
2566,93,16,3,5,Y
2567,93,39,4,3,Y
2568,93,42,4,5,Y
2569,93,39,4,5,Y
2570,93,10,4,4,Y
2571,93,17,5,4,Y
2572,93,10,4,3,Y
2573,93,41,3,4,Y
2574,93,14,3,3,Y
2575,93,30,3,4,Y
2576,93,12,5,3,Y
2577,93,17,4,3,Y
2578,93,44,5,3,Y
2579,93,44,3,4,Y
2580,93,37,5,5,Y
2581,93,36,4,4,Y
2582,93,45,3,3,Y
2583,94,29,5,5,Y
2584,94,17,3,5,Y
2585,94,35,3,3,Y
2586,94,22,3,5,Y
2587,94,24,3,5,Y
2588,94,41,5,4,Y
2589,94,17,4,3,Y
2590,94,17,4,4,Y
2591,94,12,3,5,Y
2592,94,37,5,3,Y
2593,94,31,5,3,Y
2594,94,11,5,5,Y
2595,94,12,4,5,Y
2596,94,31,5,4,Y
2597,94,34,4,5,Y
2598,94,23,3,4,Y
2599,94,31,5,4,Y
2600,94,38,4,3,Y
2601,94,16,5,4,Y
2602,94,34,5,3,Y
2603,94,32,3,4,Y
2604,94,28,5,4,Y
2605,94,33,5,5,Y
2606,94,45,5,4,Y
2607,94,37,5,5,Y
2608,94,39,4,4,Y
2609,94,44,5,5,Y
2610,94,42,3,5,Y
2611,94,43,4,4,Y
2612,94,23,4,3,Y
2613,94,20,4,4,Y
2614,94,22,4,4,Y
2615,94,40,4,5,Y
2616,94,22,5,3,Y
2617,95,16,5,3,Y
2618,95,18,4,4,Y
2619,95,16,3,3,Y
2620,95,43,5,4,Y
2621,95,15,4,5,Y
2622,95,25,3,3,Y
2623,95,33,5,3,Y
2624,95,34,4,4,Y
2625,95,45,3,3,Y
2626,95,16,5,5,Y
2627,95,42,4,5,Y
2628,95,11,5,3,Y
2629,95,31,3,5,Y
2630,95,40,4,4,Y
2631,95,42,4,3,Y
2632,95,13,3,3,Y
2633,95,27,3,5,Y
2634,95,44,4,3,Y
2635,95,33,5,5,Y
2636,95,11,3,5,Y
2637,95,13,5,3,Y
2638,95,38,3,3,Y
2639,96,45,5,3,Y
2640,96,29,3,3,Y
2641,96,29,5,4,Y
2642,96,17,4,5,Y
2643,96,45,4,5,Y
2644,96,14,3,4,Y
2645,96,19,3,4,Y
2646,96,43,5,3,Y
2647,96,28,4,3,Y
2648,96,35,3,3,Y
2649,96,27,4,5,Y
2650,96,23,4,5,Y
2651,96,29,5,4,Y
2652,96,11,4,3,Y
2653,96,24,3,4,Y
2654,96,11,5,3,Y
2655,96,30,5,4,Y
2656,96,12,4,3,Y
2657,96,42,5,3,Y
2658,96,28,5,4,Y
2659,96,30,3,3,Y
2660,96,29,5,4,Y
2661,96,44,3,3,Y
2662,96,25,5,5,Y
2663,97,36,4,3,Y
2664,97,37,3,4,Y
2665,97,16,3,5,Y
2666,97,38,3,5,Y
2667,97,38,3,4,Y
2668,97,25,5,3,Y
2669,97,38,3,3,Y
2670,97,33,5,4,Y
2671,97,34,4,3,Y
2672,97,44,3,3,Y
2673,97,28,5,5,Y
2674,97,22,5,5,Y
2675,97,38,4,4,Y
2676,97,16,5,3,Y
2677,97,36,5,5,Y
2678,97,24,4,3,Y
2679,97,29,4,4,Y
2680,97,33,5,4,Y
2681,97,23,4,5,Y
2682,97,28,5,3,Y
2683,98,12,5,3,Y
2684,98,27,5,5,Y
2685,98,29,5,5,Y
2686,98,27,4,4,Y
2687,98,45,3,5,Y
2688,98,18,3,3,Y
2689,98,38,5,4,Y
2690,98,37,3,5,Y
2691,98,28,5,5,Y
2692,98,40,3,5,Y
2693,98,17,4,5,Y
2694,98,18,4,5,Y
2695,98,14,4,4,Y
2696,98,42,3,4,Y
2697,98,17,4,3,Y
2698,98,36,3,4,Y
2699,98,25,4,4,Y
2700,98,35,5,3,Y
2701,98,14,4,4,Y
2702,98,45,5,4,Y
2703,98,39,4,3,Y
2704,98,32,3,3,Y
2705,98,19,4,3,Y
2706,98,12,3,3,Y
2707,98,28,3,4,Y
2708,98,39,5,5,Y
2709,98,43,4,4,Y
2710,98,22,5,4,Y
2711,98,10,4,3,Y
2712,98,29,3,3,Y
2713,98,21,5,3,Y
2714,98,39,3,3,Y
2715,99,21,4,3,Y
2716,99,21,5,4,Y
2717,99,22,4,5,Y
2718,99,26,4,5,Y
2719,99,35,3,3,Y
2720,99,15,5,5,Y
2721,99,27,4,3,Y
2722,99,29,5,3,Y
2723,99,24,5,5,Y
2724,99,44,4,3,Y
2725,99,31,5,5,Y
2726,99,33,4,5,Y
2727,99,43,4,4,Y
2728,99,21,4,3,Y
2729,99,31,3,3,Y
2730,99,21,3,5,Y
2731,99,36,4,5,Y
2732,99,14,5,5,Y
2733,99,27,3,4,Y
2734,99,35,3,5,Y
2735,99,15,4,4,Y
2736,100,27,4,5,Y
2737,100,34,5,3,Y
2738,100,31,4,4,Y
2739,100,12,4,4,Y
2740,100,45,3,3,Y
2741,100,32,4,5,Y
2742,100,36,3,5,Y
2743,100,42,5,3,Y
2744,100,31,3,3,Y
2745,100,41,3,4,Y
2746,100,27,4,4,Y
2747,100,35,5,4,Y
2748,100,13,5,5,Y
2749,100,34,4,3,Y
2750,100,42,5,3,Y
2751,100,26,3,4,Y
2752,100,26,3,4,Y
2753,100,21,4,5,Y
2754,101,18,4,4,Y
2755,101,11,3,5,Y
2756,101,34,5,4,Y
2757,101,11,5,3,Y
2758,101,36,5,5,Y
2759,101,32,3,5,Y
2760,101,32,4,3,Y
2761,101,29,5,4,Y
2762,101,22,3,5,Y
2763,101,22,4,5,Y
2764,101,32,3,3,Y
2765,101,33,3,4,Y
2766,101,38,4,4,Y
2767,101,23,5,5,Y
2768,101,31,4,4,Y
2769,101,36,5,5,Y
2770,101,41,3,4,Y
2771,101,42,5,3,Y
2772,101,29,4,3,Y
2773,101,10,3,3,Y
2774,101,26,5,5,Y
2775,101,25,3,5,Y
2776,101,13,4,3,Y
2777,101,18,5,4,Y
2778,101,13,5,5,Y
2779,101,44,4,4,Y
2780,101,18,5,4,Y
2781,101,34,5,5,Y
2782,101,26,5,3,Y
2783,101,20,4,5,Y
2784,101,32,5,3,Y
2785,101,13,3,3,Y
2786,101,21,3,5,Y
2787,101,16,3,3,Y
2788,101,27,3,5,Y
2789,102,16,3,5,Y
2790,102,23,5,5,Y
2791,102,43,5,5,Y
2792,102,38,3,3,Y
2793,102,30,5,4,Y
2794,102,14,5,4,Y
2795,102,14,3,4,Y
2796,102,41,5,3,Y
2797,102,20,5,5,Y
2798,102,44,4,5,Y
2799,102,27,3,5,Y
2800,102,29,4,5,Y
2801,102,14,4,4,Y
2802,102,30,4,5,Y
2803,102,29,5,4,Y
2804,103,12,3,3,Y
2805,103,38,4,4,Y
2806,103,19,3,4,Y
2807,103,27,5,4,Y
2808,103,16,3,3,Y
2809,103,18,5,3,Y
2810,103,39,3,5,Y
2811,103,25,4,5,Y
2812,103,16,4,4,Y
2813,103,41,5,3,Y
2814,103,12,3,5,Y
2815,103,26,5,4,Y
2816,103,19,4,5,Y
2817,103,37,3,4,Y
2818,103,29,3,3,Y
2819,104,226,1,2,N
2820,104,211,2,3,Y
2821,104,192,2,1,N
2822,104,90,2,2,N
2823,104,177,1,2,N
2824,104,94,1,1,N
2825,104,200,1,2,N
2826,104,219,1,2,N
2827,104,117,1,2,N
2828,104,203,2,3,Y
2829,104,94,2,1,N
2830,104,175,1,1,N
2831,104,167,1,1,N
2832,104,110,1,1,N
2833,104,108,1,2,N
2834,104,110,2,1,N
2835,104,215,1,1,N
2836,104,206,2,2,N
2837,104,150,2,1,N
2838,104,235,1,2,N
2839,104,128,1,3,Y
2840,104,113,1,3,Y
2841,104,200,1,1,N
2842,104,109,2,3,Y
2843,104,207,1,2,N
2844,104,200,1,1,N
2845,104,198,2,2,N
2846,104,93,1,3,Y
2847,104,153,1,3,Y
2848,104,190,2,1,N
2849,104,105,1,1,N
2850,104,239,1,2,N
2851,104,123,2,3,Y
2852,104,140,1,2,N
2853,104,133,1,2,N
2854,104,140,2,2,N
2855,104,117,1,2,N
2856,104,171,2,3,Y
2857,104,130,2,1,N
2858,104,184,2,1,N
